arab	engl	desc	info	phon	line
ﺗﺎﺟﺮ	merchant, trader	n	pl tujjaar	taajir	taajir ‫ ﺗﺎﺟﺮ‬n (pl tujjaar) merchant, trader
ﺗﺎﻛﻰ	to leave ajar	vt	-i, mutaakaa	taaka	taaka ‫ ﺗﺎﻛﻰ‬vt (-i, mutaakaa) to leave ajar
ﺗﺎﻟﺖ	um third	n	NA	taalit	taalit ‫ ﺗﺎﻟﺖ‬num third
ﺗﺎﻣﻦ	eighth	adj	NA	taamin	taamin ‫ ﺗﺎﻣﻦ‬adj eighth
ﺗﺎم	complete, perfect	adj	NA	taamm	taamm ‫ ﺗﺎم‬adj complete, perfect
ﺗﺎﻧﻲ	um second	n	NA	taani	taani ‫ ﺗﺎﻧﻲ‬num second • adj other, another; waaḥid taani another one; marra taanya once more, again ḥaaja taani/taanya sth. else; anything else?; at-taani the next (one) • adv 1 secondly 2 again marra taani, taani marra again
ﺗﺎﻧﻲ	other, another; waaḥid taani another one; marra taanya once more, again ḥaaja taani/taanya sth. else; anything else?; at-taani the next (one)	adj	NA	taani	taani ‫ ﺗﺎﻧﻲ‬num second • adj other, another; waaḥid taani another one; marra taanya once more, again ḥaaja taani/taanya sth. else; anything else?; at-taani the next (one) • adv 1 secondly 2 again marra taani, taani marra again
ﺗﺎﻧﻲ	secondly	adv	NA	taani	taani ‫ ﺗﺎﻧﻲ‬num second • adj other, another; waaḥid taani another one; marra taanya once more, again ḥaaja taani/taanya sth. else; anything else?; at-taani the next (one) • adv 1 secondly 2 again marra taani, taani marra again
ﺗﺎﻧﻲ	again marra taani, taani marra again	adv	NA	taani	taani ‫ ﺗﺎﻧﻲ‬num second • adj other, another; waaḥid taani another one; marra taanya once more, again ḥaaja taani/taanya sth. else; anything else?; at-taani the next (one) • adv 1 secondly 2 again marra taani, taani marra again
ﺗﺎﻧﯿّﺎ	secondly	adv	NA	taaniyyan	taaniyyan ‫ ﺗﺎﻧﯿّﺎ‬adv secondly
ﺗﺎر	blood feud; akhad/shaal taar to take revenge (feud); akhad be-taar akhuu- ho/shaal taar akhuu-ho he avenged his brother’s death	n	pl -aat	taar	taar ‫ ﺗﺎر‬n (pl -aat) blood feud; akhad/shaal taar to take revenge (feud); akhad be-taar akhuu- ho/shaal taar akhuu-ho he avenged his brother’s death
ﺗﺎرﯾﺦ	date	n	NA	taariikh	taariikh ‫ ﺗﺎرﯾﺦ‬n 1 (pl tawaariikh) date 2 history
ﺗﺎرﯾﺦ	history	n	NA	taariikh	taariikh ‫ ﺗﺎرﯾﺦ‬n 1 (pl tawaariikh) date 2 history
ﺗﺎﺳﻊ	ninth	adj	NA	taasiʿ	taasiʿ ‫ ﺗﺎﺳﻊ‬adj ninth
ﺗﺎوق	to look round, have a second look (out of curiousity)	vi	mutaawaga	taawag	taawag ‫ ﺗﺎوق‬vi (mutaawaga) to look round, have a second look (out of curiousity)
ﺗﺎﯾﻔﻮﯾﺪ	typhoid	n	NA	taayfooyd	taayfooyd ‫ ﺗﺎﯾﻔﻮﯾﺪ‬n typhoid
ﺗﺎﯾﮫ	astray, lost; lost, not knowing what to do	adj	NA	taayih	taayih ‫ ﺗﺎﯾﮫ‬adj astray, lost; lost, not knowing what to do
ﺗﺒﻠﺪي	baobab tree(s)	coll n	unit n tabaldiyya	tabaldi	tabaldi ‫ ﺗﺒﻠﺪي‬coll n (unit n tabaldiyya) baobab tree(s)
ﺗﺒﺮوﻗﺔ	prayer mat	n	NA	tabarooga	tabarooga ‫ ﺗﺒﺮوﻗﺔ‬n prayer mat
ﺗﺒﺮّع	donation	n	pl -aat	tabarruʿ	tabarruʿ ‫ ﺗﺒﺮّع‬n (pl -aat) donation
ﺗﺐ	completely, absolutely, totally; hu abkam tabb he's completely deaf	adv	NA	tabb	tabb ‫ ﺗﺐ‬adv completely, absolutely, totally; hu abkam tabb he's completely deaf
ﺗﺒﯿﻌﺔ	afterbirth, placenta; dafan aj-jana wa khalla t-tabiiʿa (lit. he buried the child and kept the afterbirth) he is stupid	n	NA	tabiiʿa	tabiiʿa ‫ ﺗﺒﯿﻌﺔ‬n afterbirth, placenta; dafan aj-jana wa khalla t-tabiiʿa (lit. he buried the child and kept the afterbirth) he is stupid
ﺗﺒﺘﺐ	(tibteeb, tabtaba) to tap (on shoulder)	NA	NA	tabtab	tabtab ‫ ﺗﺒﺘﺐ‬(tibteeb, tabtaba) to tap (on shoulder)
ﺗﺪﺧّﻞ	interference	n	pl -aat	tadakhkhul	tadakhkhul ‫ ﺗﺪﺧّﻞ‬n (pl -aat) interference
ﺗﺪﺑﯿﺮ	management (of e.g. a household)	n	pl tadaabiir	tadbiir	tadbiir ‫ ﺗﺪﺑﯿﺮ‬n (pl tadaabiir) management (of e.g. a household)
ﺗﺪﻟﯿﻚ	massage	n	NA	tadliik	tadliik ‫ ﺗﺪﻟﯿﻚ‬n massage
ﺗﺪرﯾﺐ	training	n	pl -aat	tadriib	tadriib ‫ ﺗﺪرﯾﺐ‬n (pl -aat) training
ﺗﻀﺎﻣﻦ	solidarity	n	NA	taḍaamun	taḍaamun ‫ ﺗﻀﺎﻣﻦ‬n solidarity
ﺗﻀﺮﯾﻊ	measurement (of e.g. cloth)	n	pl -aat	taḍriiʿ	taḍriiʿ ‫ ﺗﻀﺮﯾﻊ‬n (pl -aat) measurement (of e.g. cloth)
ﺗﻔﺎھﻢ	mutual understanding; suuꞌ at-tafaahum mutual misunderstanding	n	NA	tafaahum	tafaahum ‫ ﺗﻔﺎھﻢ‬n mutual understanding; suuꞌ at-tafaahum mutual misunderstanding
ﺗﻔﺎﺻﯿﻞ	pl (sg tafṣiil) particulars, details	n	NA	tafaaṣiil	tafaaṣiil ‫ ﺗﻔﺎﺻﯿﻞ‬n pl (sg tafṣiil) particulars, details
ﺗﻔﻀّﻞ	please (offering); tafaḍḍal agʿud be seated, have a seat	imp	NA	tafaḍḍal	tafaḍḍal ‫ ﺗﻔﻀّﻞ‬imp please (offering); tafaḍḍal agʿud be seated, have a seat
ﺗﻔﺮّع	branching, ramification	n	pl -aat	tafarruʿ	tafarruʿ ‫ ﺗﻔﺮّع‬n (pl -aat) branching, ramification
ّ ﺗﻒ	to spit	vi	u, taff	taffa ّ	taffa ّ‫ ﺗﻒ‬vi (u, taff) to spit
ﺗﻔﻜﯿﺮ	thinking, consideration	n	NA	tafkiir	tafkiir ‫ ﺗﻔﻜﯿﺮ‬n thinking, consideration
ﺗﻔﻠﯿﺲ	bankruptcy	n	NA	tafliis	tafliis ‫ ﺗﻔﻠﯿﺲ‬n bankruptcy
ﺗﻔﻠﯿﺴﺔ	bankruptcy	n	NA	tafliisa	tafliisa ‫ ﺗﻔﻠﯿﺴﺔ‬n bankruptcy
ﺗﻔﺮﻗﺔ	discrimination tafriqa ʿunṣuriyya racial discrimination	n	NA	tafriqa	tafriqa ‫ ﺗﻔﺮﻗﺔ‬n discrimination tafriqa ʿunṣuriyya racial discrimination
ﺗﻔﺴﯿﺮ	interpretation (explanation)	n	pl -aat	tafsiir	tafsiir ‫ ﺗﻔﺴﯿﺮ‬n (pl -aat) interpretation (explanation)
ﺗﻔﺼﯿﻞ	cut (of a garment)	n	NA	tafṣiil	tafṣiil ‫ ﺗﻔﺼﯿﻞ‬n (pl tafaaṣiil) 1 cut (of a garment) 2 detail; be-t-tafṣiil in detail
ﺗﻔﺼﯿﻞ	detail; be-t-tafṣiil in detail	n	NA	tafṣiil	tafṣiil ‫ ﺗﻔﺼﯿﻞ‬n (pl tafaaṣiil) 1 cut (of a garment) 2 detail; be-t-tafṣiil in detail
ﺗﻔﺘﯿﺤﺔ	invar streetwise	adj	NA	taftiiḥa	taftiiḥa ‫ ﺗﻔﺘﯿﺤﺔ‬adj invar streetwise
ﺗﻔﺘﯿﺶ	search, inspection	n	pl -aat	taftiish	taftiish ‫ ﺗﻔﺘﯿﺶ‬n (pl -aat) search, inspection
ﺗﻔﻮﯾﺾ	authorization, delegation, mandate	n	NA	tafwiiḍ	tafwiiḍ ‫ ﺗﻔﻮﯾﺾ‬n authorization, delegation, mandate
ﺗﻘﺔ	threshing floor	n	NA	taga	taga ‫ ﺗﻘﺔ‬n threshing floor
ﺗﻘﺎﻃﻊ	road junction, intersection, cross-road	n	NA	tagaaṭuʿ	tagaaṭuʿ ‫ ﺗﻘﺎﻃﻊ‬n road junction, intersection, cross-road
ﺗﻘﺎوي	seeds (for sowing)	n	NA	tagaawi	tagaawi ‫ ﺗﻘﺎوي‬n seeds (for sowing)
ﺗﻘﻠﯿّﺔ	mulaaḥ tagaliyya stew of minced meat, fried onions, tomatoes and dried okra powder	n	NA	tagaliyya	tagaliyya ‫ ﺗﻘﻠﯿّﺔ‬n mulaaḥ tagaliyya stew of minced meat, fried onions, tomatoes and dried okra powder
ﺗﻘّﻞ	ʿala to behave unpleasantly towards; to be(come) a burden on	vi	NA	taggal	taggal ‫ ﺗﻘّﻞ‬vi (tiggeel, tagal) 1 ʿala to behave unpleasantly towards; to be(come) a burden on 2 to be(come) very drunk
ﺗﻘّﻞ	to be(come) very drunk	vi	NA	taggal	taggal ‫ ﺗﻘّﻞ‬vi (tiggeel, tagal) 1 ʿala to behave unpleasantly towards; to be(come) a burden on 2 to be(come) very drunk
ﺗﻘﯿﻞ	heavy	adj	NA	tagiil	tagiil ‫ ﺗﻘﯿﻞ‬adj 1 (pl tugaal) heavy 2 strong (of beverages)
ﺗﻘﯿﻞ	strong (of beverages)	adj	NA	tagiil	tagiil ‫ ﺗﻘﯿﻞ‬adj 1 (pl tugaal) heavy 2 strong (of beverages)
ﺗﻘﯿﻠﺔ	pregnant	adj f	NA	tagiila	tagiila ‫ ﺗﻘﯿﻠﺔ‬adj f pregnant
ﺗﻘﻠﯿﺪ	imitation (of a product)	n	NA	tagliid	tagliid ‫ ﺗﻘﻠﯿﺪ‬n imitation (of a product)
ﺗﻘﻠﯿﺪي	traditional	adj	NA	tagliidi	tagliidi ‫ ﺗﻘﻠﯿﺪي‬adj traditional
ﺗﻘﻨﺪ	(agr) raised strip separating arable field plots or seed-beds	n	pl tagaanid	tagnad	tagnad ‫ ﺗﻘﻨﺪ‬n (pl tagaanid) (agr) raised strip separating arable field plots or seed-beds
ﺗﻘﺮﯾﺮ	report	n	pl tagaariir	tagriir	tagriir ‫ ﺗﻘﺮﯾﺮ‬n (pl tagaariir) report
ﺗﻘﺴﯿﻢ	division, distribution	n	pl -aat	tagsiim	tagsiim ‫ ﺗﻘﺴﯿﻢ‬n (pl -aat) division, distribution
ﺗﻐﯿّﺮ	change	n	pl -aat	taghayyur	taghayyur ‫ ﺗﻐﯿّﺮ‬n (pl -aat) change
ﺗﻐﻠﯿﻒ	wrapping; packaging	n	pl -aat, taghaaliif	taghliif	taghliif ‫ ﺗﻐﻠﯿﻒ‬n (pl -aat, taghaaliif) wrapping; packaging
ﺗﻐﯿﺎن	tyrannical, despotic	adj	NA	taghyaan	taghyaan ‫ ﺗﻐﯿﺎن‬adj tyrannical, despotic
ﺗﻐﯿﯿﺮ	change	n	pl -aat	taghyiir	taghyiir ‫ ﺗﻐﯿﯿﺮ‬n (pl -aat) change
ﺗﻐﺰﯾﺔ	nutrition; suuꞌ taghziya malnutrition	n	NA	taghziya	taghziya ‫ ﺗﻐﺰﯾﺔ‬n nutrition; suuꞌ taghziya malnutrition
ﺗﮭﺪﯾﺪ	threat	n	pl -aat	tahdiid	tahdiid ‫ ﺗﮭﺪﯾﺪ‬n (pl -aat) threat
ﺗﮭﻤﯿﺶ	marginalization	n	NA	tahmiish	tahmiish ‫ ﺗﮭﻤﯿﺶ‬n marginalization
ﺗﮭﺮﯾﺐ	smuggling	n	pl -aat	tahriib	tahriib ‫ ﺗﮭﺮﯾﺐ‬n (pl -aat) smuggling
ﺗﮭﻮﯾﺔ	ventilation	n	NA	tahwiya	tahwiya ‫ ﺗﮭﻮﯾﺔ‬n ventilation
ﺗﮭﺰﯾﺐ	good manners, decency	n	NA	tahziib	tahziib ‫ ﺗﮭﺰﯾﺐ‬n good manners, decency
ﺗﺤﺎﻟﻒ	alliance	n	NA	taḥaaluf	taḥaaluf ‫ ﺗﺤﺎﻟﻒ‬n alliance
ﺗﺤﺪّي	challenge	n	pl -yaat	taḥaddi	taḥaddi ‫ ﺗﺤﺪّي‬n (pl -yaat) challenge
ﺗﺤﻜّﻢ	control	n	NA	taḥakkum	taḥakkum ‫ ﺗﺤﻜّﻢ‬n control
ﺗﺤﻜّﻤﻲ	arbitrary	adj	NA	taḥakkumi	taḥakkumi ‫ ﺗﺤﻜّﻤﻲ‬adj arbitrary
ﺗﺤﻜّﻤﯿّﺔ	arbitrariness	n	NA	taḥakkumiyya	taḥakkumiyya ‫ ﺗﺤﻜّﻤﯿّﺔ‬n arbitrariness
ﺗﺤﺴّﻦ	improvement	n	pl -aat	taḥassun	taḥassun ‫ ﺗﺤﺴّﻦ‬n (pl -aat) improvement
ﺗﺤﺸّﺮ	interference	n	pl -aat	taḥashshur	taḥashshur ‫ ﺗﺤﺸّﺮ‬n (pl -aat) interference
ﺗﺤﻮّل	change, transformation	n	pl -aat	taḥawwul	taḥawwul ‫ ﺗﺤﻮّل‬n (pl -aat) change, transformation
ﺗﺤﻀﯿﺮ	preparation	n	pl -aat	taḥḍiir	taḥḍiir ‫ ﺗﺤﻀﯿﺮ‬n (pl -aat) preparation
ﺗﺤﻘﯿﻖ	investigation taḥgiig ṣaḥafi reportage	n	pl -aat	taḥgiig	taḥgiig ‫ ﺗﺤﻘﯿﻖ‬n (pl -aat) investigation taḥgiig ṣaḥafi reportage
ﺗﺤﯿّﺔ	greeting; taḥiyyaat greetings, regards	n	pl -aat, taḥaaya	taḥiyya	taḥiyya ‫ ﺗﺤﯿّﺔ‬n (pl -aat, taḥaaya) greeting; taḥiyyaat greetings, regards
ﺗﺤﻠﯿﻞ	analysis	n	pl taḥaaliil	taḥliil	taḥliil ‫ ﺗﺤﻠﯿﻞ‬n (pl taḥaaliil) analysis
ﺗﺤﻠﯿﺔ	sweetening	n	NA	taḥliya	taḥliya ‫ ﺗﺤﻠﯿﺔ‬n 1 sweetening 2 dessert, sweet course of a meal
ﺗﺤﻠﯿﺔ	dessert, sweet course of a meal	n	NA	taḥliya	taḥliya ‫ ﺗﺤﻠﯿﺔ‬n 1 sweetening 2 dessert, sweet course of a meal
ﺗﺤﺮﯾﺮ	liberation	n	NA	taḥriir	taḥriir ‫ ﺗﺤﺮﯾﺮ‬n 1 liberation 2 editing
ﺗﺤﺮﯾﺮ	editing	n	NA	taḥriir	taḥriir ‫ ﺗﺤﺮﯾﺮ‬n 1 liberation 2 editing
ﺗﺤﻄﯿﻢ	destruction	n	NA	taḥtiim	taḥtiim ‫ ﺗﺤﻄﯿﻢ‬n destruction
ﺗﺤﻮﯾﻞ	transfer; money transfer	n	pl -aat, taḥaawiil	taḥwiil	taḥwiil ‫ ﺗﺤﻮﯾﻞ‬n (pl -aat, taḥaawiil) transfer; money transfer
ﺗﺤﺰﯾﺮ	warning; alarm	n	pl -aat	taḥziir	taḥziir ‫ ﺗﺤﺰﯾﺮ‬n (pl -aat) warning; alarm
ﺗﺠﻤّﻊ	gathering	n	NA	tajammuʿ	tajammuʿ ‫ ﺗﺠﻤّﻊ‬n gathering
ﺗﺠﻨّﺐ	avoidance	n	NA	tajannub	tajannub ‫ ﺗﺠﻨّﺐ‬n avoidance
ﺗﺠﺴّﺪ	incarnation	n	Chr	tajassud	tajassud ‫ ﺗﺠﺴّﺪ‬n (Chr) incarnation
ﺗﺠﮭﯿﺰ	preparation	n	pl -aat	tajhiiz	tajhiiz ‫ ﺗﺠﮭﯿﺰ‬n (pl -aat) preparation
ﺗﺠﻠﯿﺪ	binding (of book)	n	pl -aat	tajliid	tajliid ‫ ﺗﺠﻠﯿﺪ‬n (pl -aat) binding (of book)
ﺗﺠﻤﯿﻞ	beautification; adawaat tajmiil cosmetics	n	NA	tajmiil	tajmiil ‫ ﺗﺠﻤﯿﻞ‬n beautification; adawaat tajmiil cosmetics
ﺗﺠﻨﯿﺪ	recruitment	n	pl -aat	tajniid	tajniid ‫ ﺗﺠﻨﯿﺪ‬n (pl -aat) recruitment
ﺗﺠﺮﯾﺪ	degradation	n	NA	tajriid	tajriid ‫ ﺗﺠﺮﯾﺪ‬n 1 degradation 2 abstraction
ﺗﺠﺮﯾﺪ	abstraction	n	NA	tajriid	tajriid ‫ ﺗﺠﺮﯾﺪ‬n 1 degradation 2 abstraction
ﺗﺠﺮﯾﺪة	military expedition	n	NA	tajriida	tajriida ‫ ﺗﺠﺮﯾﺪة‬n military expedition
ﺗﺠﺮﺑﺔ	experience; akhad tajruba to gain/have experience	n	NA	tajruba	tajruba ‫ ﺗﺠﺮﺑﺔ‬n (pl tajaarib) 1 experience; akhad tajruba to gain/have experience 2 experiment, test, trial
ﺗﺠﺮﺑﺔ	experiment, test, trial	n	NA	tajruba	tajruba ‫ ﺗﺠﺮﺑﺔ‬n (pl tajaarib) 1 experience; akhad tajruba to gain/have experience 2 experiment, test, trial
ﺗﻜﺎﻟﯿﻒ	pl (sg takliif) costs, expenses, charges, overhead	n	NA	takaaliif	takaaliif ‫ ﺗﻜﺎﻟﯿﻒ‬n pl (sg takliif) costs, expenses, charges, overhead
ﺗﻜﺒّﺮ	haughtiness, conceit, arrogance	n	NA	takabbur	takabbur ‫ ﺗﻜﺒّﺮ‬n haughtiness, conceit, arrogance
ﺗﻜﻞ	to put against (for support); takalta al-ʿaṣaaya ʿala l-ḥeeṭa I put my stick against the wal	vt	NA	takal	takal ‫ ﺗﻜﻞ‬(i, takil, takalaan) vt to put against (for support); takalta al-ʿaṣaaya ʿala l-ḥeeṭa I put my stick against the wal • vi ʿala to lean on/against • n ma ʿalee-ho takal you cannot depend on him
ﺗﻜﻞ	ʿala to lean on/against	vi	NA	takal	takal ‫ ﺗﻜﻞ‬(i, takil, takalaan) vt to put against (for support); takalta al-ʿaṣaaya ʿala l-ḥeeṭa I put my stick against the wal • vi ʿala to lean on/against • n ma ʿalee-ho takal you cannot depend on him
ﺗﻜﻞ	ma ʿalee-ho takal you cannot depend on him	n	NA	takal	takal ‫ ﺗﻜﻞ‬(i, takil, takalaan) vt to put against (for support); takalta al-ʿaṣaaya ʿala l-ḥeeṭa I put my stick against the wal • vi ʿala to lean on/against • n ma ʿalee-ho takal you cannot depend on him
ﺗﻜﻔﯿﺮ	atonement, penance	n	NA	takfiir	takfiir ‫ ﺗﻜﻔﯿﺮ‬n 1 atonement, penance 2 charge of infidelity or blasphemy
ﺗﻜﻔﯿﺮ	charge of infidelity or blasphemy	n	NA	takfiir	takfiir ‫ ﺗﻜﻔﯿﺮ‬n 1 atonement, penance 2 charge of infidelity or blasphemy
ﺗﻜﻠﻔﺔ	basic cost; expense	n	NA	taklifa	taklifa ‫ ﺗﻜﻠﻔﺔ‬n basic cost; expense
ﺗﻜﻨﯿﻚ	technique	n	pl -aat	takniik	takniik ‫ ﺗﻜﻨﯿﻚ‬n (pl -aat) technique
ﺗﻜﻨﻮﻟﻮﺟﯿﺎ	technology	n	NA	taknolojiya	taknolojiya ‫ ﺗﻜﻨﻮﻟﻮﺟﯿﺎ‬n technology
ﺗﻜﺮﯾﻢ	honouring; ḥaflat takriim party given in s.o.’s honour	n	NA	takriim	takriim ‫ ﺗﻜﺮﯾﻢ‬n honouring; ḥaflat takriim party given in s.o.’s honour
ﺗﻜﺮﯾﺮ	refinement (e.g. of petrol, sugar)	n	NA	takriir	takriir ‫ ﺗﻜﺮﯾﺮ‬n refinement (e.g. of petrol, sugar)
ﺗﻜﺮﯾﺲ	dedication, devotion	n	NA	takriis	takriis ‫ ﺗﻜﺮﯾﺲ‬n 1 dedication, devotion 2 (Chr) consecration
ﺗﻜﺮﯾﺲ	consecration	n	NA	takriis	takriis ‫ ﺗﻜﺮﯾﺲ‬n 1 dedication, devotion 2 (Chr) consecration
ﺗﺎﻛﺴﻲ	taxi; mawgif at-taksi taxi-rank	n	pl takaasi	taksi	taksi ‫ ﺗﺎﻛﺴﻲ‬n (pl takaasi) taxi; mawgif at-taksi taxi-rank
ﺗﻜﺘﻚ	to tick (e.g. a clock)	vi	taktaka	taktak	taktak ‫ ﺗﻜﺘﻚ‬vi (taktaka) to tick (e.g. a clock)
ﺗﻜﯿﯿﻒ	air-conditioner	n	pl -aat	takyiif	takyiif ‫ ﺗﻜﯿﯿﻒ‬n (pl -aat) air-conditioner
ﺗﺨﺼّﺺ	specialization	n	pl -aat	takhaṣṣuṣ	takhaṣṣuṣ ‫ ﺗﺨﺼّﺺ‬n (pl -aat) specialization
ﺗﺨﻔﯿﺾ	reduction, discount	n	pl -aat	takhfiiḍ	takhfiiḍ ‫ ﺗﺨﻔﯿﺾ‬n (pl -aat) reduction, discount
ﺗﺨﯿﻦ	thick	adj	NA	takhiin	takhiin ‫ ﺗﺨﯿﻦ‬adj (pl tukhaan) 1 thick 2 obese
ﺗﺨﯿﻦ	obese	adj	NA	takhiin	takhiin ‫ ﺗﺨﯿﻦ‬adj (pl tukhaan) 1 thick 2 obese
ﺗﺨﻠﯿﺺ	clearance from customs	n	pl takhaaliiṣ	takhliiṣ	takhliiṣ ‫ ﺗﺨﻠﯿﺺ‬n (pl takhaaliiṣ) clearance from customs
ﺗﺨﻤﺎن	suffering from indigestion	adj	NA	takhmaan	takhmaan ‫ ﺗﺨﻤﺎن‬adj suffering from indigestion
ﺗﺨﻤﯿﻦ	estimate, guess	n	pl -aat	takhmiin	takhmiin ‫ ﺗﺨﻤﯿﻦ‬n (pl -aat) estimate, guess
ﺗﺨﺮﯾﺞ	graduation	n	NA	takhriij	takhriij ‫ ﺗﺨﺮﯾﺞ‬n graduation
ﺗﺨﺘﺔ	blackboard	n	pl tikhat	takhta	takhta ‫ ﺗﺨﺘﺔ‬n (pl tikhat) blackboard
ﺗﺨﻄﯿﻂ	planning	n	pl -aat	takhṭiiṭ	takhṭiiṭ ‫ ﺗﺨﻄﯿﻂ‬n (pl -aat) planning
ﺗﺨﻮﯾﻒ	scaring, intimidation	n	NA	takhwiif	takhwiif ‫ ﺗﺨﻮﯾﻒ‬n scaring, intimidation
ﺗﻼﺗﺔ	um three	n	NA	talaata	talaata ‫ ﺗﻼﺗﺔ‬num three
ﺗﻼﺗﯿﻦ	um thirty	n	NA	talaatiin	talaatiin ‫ ﺗﻼﺗﯿﻦ‬num thirty
ﺗﻠﻔﻮن	telephone; addii-ni talafoon give me a call	n	pl -aat	talafoon	talafoon ‫ ﺗﻠﻔﻮن‬n (pl -aat) telephone; addii-ni talafoon give me a call
ﺗﻠﻄّﺎﺷﺮ	um thirteen	n	NA	talaṭṭaashar	talaṭṭaashar ‫ ﺗﻠﻄّﺎﺷﺮ‬num thirteen
ﺗﻠﻮّس	pollution, contamination	n	NA	talawwus	talawwus ‫ ﺗﻠﻮّس‬n pollution, contamination
ﺗﻠﯿّﻒ	cirrhosis; talayyuf kabid cirrhosis of the liver	n	NA	talayyuf	talayyuf ‫ ﺗﻠﯿّﻒ‬n cirrhosis; talayyuf kabid cirrhosis of the liver
ﺗﻠﻔﺎن	decayed, rotten, putrid	adj	NA	talfaan	talfaan ‫ ﺗﻠﻔﺎن‬adj decayed, rotten, putrid
ﺗﻠﺞ	ice; snow; bikassir at-talij lee-ho he's flattering him in order to win a favour	n	NA	talij	talij ‫ ﺗﻠﺞ‬n ice; snow; bikassir at-talij lee-ho he's flattering him in order to win a favour
ﺗﻠﺨﯿﺺ	summary	n	NA	talkhiiṣ	talkhiiṣ ‫ ﺗﻠﺨﯿﺺ‬n summary
ﺗﻼﺟﺔ	refrigerator, fridge	n	NA	tallaaja	tallaaja ‫ ﺗﻼﺟﺔ‬n refrigerator, fridge
ﺗﻠﺐ	to jump from	vi	tilleeb	tallab	tallab ‫ ﺗﻠﺐ‬vi (tilleeb) to jump from
ﺗﻠّﺞ	to freeze	vt	tilleej	tallaj	tallaj ‫ ﺗﻠّﺞ‬vt (tilleej) to freeze
ﺗﻠّﺖvi (tilleet) to do sth. for a third tamtam ﺗﻤﺘﻢ	to do sth. for a third tamtam ‫ ﺗﻤﺘﻢ‬vi (tamtama, timteem) to time (e.g. to have a third child, to drink a third cup of coffee)	vi	tilleet	tallat	tallat ‫ ﺗﻠّﺖ‬vi (tilleet) to do sth. for a third tamtam ‫ ﺗﻤﺘﻢ‬vi (tamtama, timteem) to time (e.g. to have a third child, to drink a third cup of coffee)
ﺗﻠّﺖvi (tilleet) to do sth. for a third tamtam ﺗﻤﺘﻢ	to do sth. for a third tamtam ‫ ﺗﻤﺘﻢ‬vi (tamtama, timteem) to time (e.g. to have a third child, to drink a third cup of coffee)	vi	tilleet	tallat	tallat ‫ ﺗﻠّﺖ‬vi (tilleet) to do sth. for a third tamtam ‫ ﺗﻤﺘﻢ‬vi (tamtama, timteem) to time (e.g. to have a third child, to drink a third cup of coffee)
ﺗﻠﺘﻞ	to frustrate plans by causing unnecessary delays, cause trouble by wasting s.o. else's time	vt	taltala	taltal	taltal ‫ ﺗﻠﺘﻞ‬vt (taltala) to frustrate plans by causing unnecessary delays, cause trouble by wasting s.o. else's time
ﺗﻤﺎم	completeness; be-t- tamaam wa l-kamaal in an excellent way	n	NA	tamaam	tamaam ‫ ﺗﻤﺎم‬n completeness; be-t- tamaam wa l-kamaal in an excellent way • adj invar perfect; excellent; splendid; kullo tamaam everything is okay; tamaam at-tamaam excellent, perfect, splendid • adv perfectly, exactly; zayyi da tamaam exactly like this one
ﺗﻤﺎم	invar perfect; excellent; splendid; kullo tamaam everything is okay; tamaam at-tamaam excellent, perfect, splendid	adj	NA	tamaam	tamaam ‫ ﺗﻤﺎم‬n completeness; be-t- tamaam wa l-kamaal in an excellent way • adj invar perfect; excellent; splendid; kullo tamaam everything is okay; tamaam at-tamaam excellent, perfect, splendid • adv perfectly, exactly; zayyi da tamaam exactly like this one
ﺗﻤﺎم	perfectly, exactly; zayyi da tamaam exactly like this one	adv	NA	tamaam	tamaam ‫ ﺗﻤﺎم‬n completeness; be-t- tamaam wa l-kamaal in an excellent way • adj invar perfect; excellent; splendid; kullo tamaam everything is okay; tamaam at-tamaam excellent, perfect, splendid • adv perfectly, exactly; zayyi da tamaam exactly like this one
ﺗﻤﺎﻣﺎ	exactly	adv	NA	tamaaman	tamaaman ‫ ﺗﻤﺎﻣﺎ‬adv exactly
ﺗﻤﻦ	price; charge; cost; value; be-ayyi taman by all means; kullo shii be-taman-o everything has its price	n	pl atmaan	taman	taman ‫ ﺗﻤﻦ‬n (pl atmaan) price; charge; cost; value; be-ayyi taman by all means; kullo shii be-taman-o everything has its price
ﺗﻤﻨﯿﻦ	um eighty	n	NA	tamaniin	tamaniin ‫ ﺗﻤﻨﯿﻦ‬num eighty
ﺗﻤﻨﻲ	wish	n	pl -yaat	tamanni	tamanni ‫ ﺗﻤﻨﻲ‬n (pl -yaat) wish
ﺗﻤﻨﻄﺎﺷﺮ	um eighteen	n	NA	tamanṭaashar	tamanṭaashar ‫ ﺗﻤﻨﻄﺎﺷﺮ‬num eighteen
ﺗﻤﻨﯿﺔ	um eight	n	NA	tamanya	tamanya ‫ ﺗﻤﻨﯿﺔ‬num eight
ﺗﻤﺮﺟﻲ	nursing assistant	n (m)	pl -yya	tamarji	tamarji ‫ ﺗﻤﺮﺟﻲ‬n (m) (pl -yya) nursing assistant
ﺗﻤﺮﺟﯿّﺔ	nursing assistant	n (f)	f	tamarjiyya	tamarjiyya ‫ ﺗﻤﺮﺟﯿّﺔ‬n (f) nursing assistant
ﺗﻤﺮّد	rebellion, mutiny	n	NA	tamarrud	tamarrud ‫ ﺗﻤﺮّد‬n rebellion, mutiny
