year,iso," country_name","disaster type",occurrence,"Total deaths",Injured,Affected,Homeless,"Total affected","Total damage  ('000 US$)"
2008,VNM,"Viet Nam",Flood,5,157,4,632500,,632504,483000
2008,VNM,"Viet Nam",Storm,5,254,159,143830,12660,156649,190500
2009,AFG,Afghanistan,Earthquake,1,22,59,,3250,3309,
2009,AFG,Afghanistan,Flood,3,69,16,62500,,62516,20000
2009,AFG,Afghanistan,Landslide,1,10,11,21,,32,
2009,ARG,Argentina,Drought,1,,,,,,
2009,ARG,Argentina,Epidemic,1,6,,13366,,13366,
2009,ARG,Argentina,Flood,2,9,,34128,,34128,
2009,ARG,Argentina,Landslide,1,4,,20000,,20000,15000
2009,ARG,Argentina,Storm,1,10,24,,,24,
2009,AUS,Australia,"Extreme temperature ",1,347,2000,,,2000,
2009,AUS,Australia,Flood,2,7,,9200,,9200,150000
2009,AUS,Australia,Storm,2,1,,15400,,15400,60000
2009,AUS,Australia,Wildfire,1,180,500,9454,,9954,1300000
2009,BGD,Bangladesh,Drought,1,,,,,,
2009,BGD,Bangladesh,"Extreme temperature ",1,135,,50000,,50000,
2009,BGD,Bangladesh,Flood,2,16,,500000,,500000,
2009,BGD,Bangladesh,Storm,2,197,7187,3947363,,3954550,270000
2009,BEL,Belgium,"Extreme temperature ",1,1,,,,,
2009,BRA,Brazil,Epidemic,1,23,,126139,,126139,
2009,BRA,Brazil,Flood,7,90,,1859948,2700,1862648,600000
2009,BRA,Brazil,Landslide,1,74,,1000,,1000,145000
2009,BRA,Brazil,Storm,1,4,64,1850,450,2364,
2009,KHM,Cambodia,Storm,2,19,91,178000,,178091,
2009,CAN,Canada,Flood,1,,,200,,200,
2009,CAN,Canada,Storm,2,2,3,,,3,500000
2009,CHN,China,Drought,2,,,60160000,,60160000,3600000
2009,CHN,China,Earthquake,2,1,336,19549,50000,69885,318100
2009,CHN,China,Flood,7,209,38,45226000,,45226038,1373000
2009,CHN,China,Landslide,5,203,22,,10000,10022,139000
2009,CHN,China,Storm,10,169,557,23197799,98450,23296806,3601452
2009,COL,Colombia,Flood,1,23,,31250,,31250,
2009,COL,Colombia,Landslide,2,30,7,,593,600,
2009,DOM,"Dominican Republic (the)",Epidemic,1,25,,3270,,3270,
2009,DOM,"Dominican Republic (the)",Flood,2,7,,14565,,14565,52403
2009,FJI,Fiji,Flood,1,12,,10556,,10556,43247
2009,FJI,Fiji,Storm,1,2,,3845,,3845,13300
2009,FRA,France,"Extreme temperature ",3,7,200,,,200,
2009,FRA,France,Storm,1,11,,,,,3200000
2009,FRA,France,Wildfire,1,,,,,,
2009,DEU,Germany,"Extreme temperature ",2,15,,,,,
2009,DEU,Germany,Flood,1,,,,,,20000
2009,DEU,Germany,Storm,1,1,,,,,50000
2009,GHA,Ghana,Flood,2,40,,159545,,159545,
2009,GRC,Greece,Wildfire,2,,,715,325,1040,
2009,IND,India,Drought,1,,,,,,
2009,IND,India,Epidemic,1,311,,1521,,1521,
2009,IND,India,"Extreme temperature ",1,120,25,,,25,
2009,IND,India,Flood,6,1500,8,5986000,,5986008,2434000
2009,IND,India,Landslide,2,55,,,,,
2009,IND,India,Storm,6,218,85,5105000,4000,5109085,300000
2009,IDN,Indonesia,Earthquake,5,1330,3654,2846745,,2850399,2381430
2009,IDN,Indonesia,Flood,5,126,4,26800,,26804,
2009,IDN,Indonesia,Landslide,2,29,,5,,5,
2009,IRL,Ireland,Flood,1,,,,,,
2009,ITA,Italy,Earthquake,1,295,1000,,55000,56000,2500000
2009,ITA,Italy,"Extreme temperature ",1,,,,,,
2009,ITA,Italy,Flood,1,35,140,,5000,5140,20000
2009,ITA,Italy,Storm,1,3,,,,,
2009,ITA,Italy,Wildfire,1,2,,,,,115000
2009,JPN,Japan,Earthquake,1,1,319,25000,,25319,400000
2009,JPN,Japan,"Extreme temperature ",1,16,,,,,
2009,JPN,Japan,Landslide,2,44,,400,,400,
2009,JPN,Japan,Storm,2,16,119,7000,,7119,1000000
2009,MYS,Malaysia,Flood,2,,,10875,,10875,
2009,MEX,Mexico,Epidemic,1,,,41687,,41687,
2009,MEX,Mexico,Flood,5,28,14,140170,,140184,
2009,MEX,Mexico,Storm,2,4,,112000,,112000,40000
2009,MAR,Morocco,Flood,2,29,20,9500,,9520,
2009,MOZ,Mozambique,Epidemic,2,198,,19776,,19776,
2009,MOZ,Mozambique,Flood,1,,,6925,,6925,
2009,MOZ,Mozambique,Storm,1,,3,600,6500,7103,3000
2009,NGA,Nigeria,Epidemic,2,1721,,35255,,35255,
2009,NGA,Nigeria,Flood,2,31,,150000,,150000,
2009,PAK,Pakistan,Flood,3,102,80,75000,,75080,
2009,PER,Peru,Epidemic,1,,,14151,,14151,
2009,PER,Peru,"Extreme temperature ",1,274,24262,,,24262,
2009,PER,Peru,Flood,1,158,422,235886,,236308,
2009,PER,Peru,Landslide,4,145,25,1140,150,1315,
2009,PHL,"Philippines (the)",Earthquake,1,,2,380,10,392,90
2009,PHL,"Philippines (the)",Flood,8,55,15,1083261,,1083276,29314
2009,PHL,"Philippines (the)",Landslide,1,10,16,,,16,
2009,PHL,"Philippines (the)",Storm,14,1242,867,12220696,100,12221663,932703
2009,PHL,"Philippines (the)","Volcanic activity",1,,,47137,,47137,
2009,PRT,Portugal,"Extreme temperature ",1,,,,,,
2009,SAU,"Saudi Arabia",Flood,1,161,,,10000,10000,900000
2009,ZAF,"South Africa",Flood,2,14,,20300,,20300,
2009,ZAF,"South Africa",Storm,2,19,,,,,15000
2009,ESP,Spain,Storm,1,14,,,,,1900000
2009,ESP,Spain,Wildfire,1,6,,,,,
2009,TWN,"Taiwan (Province of China)",Storm,1,630,46,2307477,,2307523,250000
2009,THA,Thailand,Flood,1,15,,200000,,200000,
2009,USA,"United States of America (the)","Extreme temperature ",1,58,,,,,1100000
2009,USA,"United States of America (the)",Flood,4,11,60,9000,900,9960,666000
2009,USA,"United States of America (the)",Storm,10,74,158,750,,908,10390000
2009,USA,"United States of America (the)",Wildfire,2,2,29,,426,455,100000
2009,VNM,"Viet Nam",Flood,2,37,,740000,,740000,
2009,VNM,"Viet Nam",Landslide,1,13,1,,,1,
2009,VNM,"Viet Nam",Storm,3,306,1005,2867820,108635,2977460,1065200
2010,AFG,Afghanistan,Earthquake,1,11,70,,1000,1070,
2010,AFG,Afghanistan,Flood,2,135,,45000,,45000,
2010,AFG,Afghanistan,Landslide,2,204,130,,,130,
2010,ARG,Argentina,"Extreme temperature ",1,42,,,,,
2010,AUS,Australia,Flood,5,35,,186000,,186000,7409000
2010,AUS,Australia,Storm,3,1,,,,,2720000
2010,BGD,Bangladesh,Flood,2,15,,575000,,575000,
2010,BGD,Bangladesh,Landslide,1,66,100,55130,,55230,
2010,BGD,Bangladesh,Storm,3,26,250,256910,,257160,
2010,BEL,Belgium,Flood,1,3,,690,,690,238146
2010,BEL,Belgium,Storm,2,1,,,,,160000
2010,BRA,Brazil,Drought,1,,,62000,,62000,
2010,BRA,Brazil,"Extreme temperature ",1,32,,,,,
2010,BRA,Brazil,Flood,3,363,403,231535,13000,244938,802000
2010,KHM,Cambodia,Flood,1,8,,,,,70000
2010,CAN,Canada,Storm,1,,,,,,
2010,CHL,Chile,Earthquake,1,562,10334,1861222,800000,2671556,30000000
2010,CHL,Chile,"Extreme temperature ",1,,,150,,150,
2010,CHN,China,Drought,1,,,35000000,,35000000,2370000
2010,CHN,China,Earthquake,5,2977,12049,65000,100500,177549,504400
2010,CHN,China,Flood,5,1911,,140194000,,140194000,18171000
2010,CHN,China,Landslide,8,2137,210,2147500,125,2147835,759000
2010,CHN,China,Storm,6,139,1290,2880000,256000,3137290,871036
2010,CHN,China,Wildfire,1,22,3,,,3,
2010,COL,Colombia,Flood,3,418,463,2796097,,2796560,1000000
2010,COL,Colombia,Landslide,2,175,,,,,
2010,COL,Colombia,Wildfire,1,31,,200,,200,
2010,DNK,Denmark,Storm,1,,,,,,
2010,DOM,"Dominican Republic (the)",Epidemic,1,130,,17321,,17321,
2010,DOM,"Dominican Republic (the)",Flood,2,7,,35200,,35200,
2010,DOM,"Dominican Republic (the)",Storm,1,,,12000,,12000,
2010,EGY,Egypt,Flood,2,27,,3500,,3500,
2010,EGY,Egypt,Storm,1,31,40,,,40,
2010,FJI,Fiji,Storm,1,2,,39101,,39101,39427
2010,FRA,France,"Extreme temperature ",1,3,,,,,
2010,FRA,France,Flood,1,25,,,,,1500000
2010,FRA,France,Storm,2,53,79,500000,,500079,4230000
2010,DEU,Germany,"Extreme temperature ",1,1,,,,,
2010,DEU,Germany,Flood,1,3,,,,,
2010,DEU,Germany,Storm,2,4,,,,,1000000
2010,GHA,Ghana,Epidemic,1,27,,100,,100,
2010,GHA,Ghana,Flood,2,63,,17174,,17174,
2010,GRC,Greece,Flood,1,1,,150,,150,
2010,ISL,Iceland,"Volcanic activity",1,,,,,,
2010,IND,India,"Extreme temperature ",2,350,,,,,
2010,IND,India,Flood,8,690,225,3372183,400000,3772408,2149000
2010,IND,India,Landslide,1,17,,,,,
2010,IND,India,Storm,7,287,80,,507000,507080,
2010,IDN,Indonesia,Earthquake,2,547,412,11452,4600,16464,
2010,IDN,Indonesia,Flood,7,411,3424,52936,230,56590,78000
2010,IDN,Indonesia,Landslide,1,13,18,,,18,
2010,IDN,Indonesia,"Volcanic activity",2,323,455,151745,,152200,
2010,ITA,Italy,"Extreme temperature ",1,,,,,,
2010,ITA,Italy,Flood,1,,,300,,300,
2010,ITA,Italy,Storm,1,3,5,,,5,872000
2010,JPN,Japan,"Extreme temperature ",1,170,,15000,,15000,
2010,JPN,Japan,Flood,1,10,,,,,
2010,PRK,"Korea (the Democratic People's Republic of)",Flood,2,,,55785,,55785,
2010,PRK,"Korea (the Democratic People's Republic of)",Storm,1,20,,40000,,40000,
2010,KOR,"Korea (the Republic of)",Storm,1,12,,41500,,41500,
2010,LUX,Luxembourg,Storm,1,,,,,,31000
2010,MEX,Mexico,Earthquake,1,2,232,25000,,25232,1150000
2010,MEX,Mexico,Flood,2,66,,1020000,,1020000,16000
2010,MEX,Mexico,Landslide,2,71,,,,,
2010,MEX,Mexico,Storm,4,43,,555075,,555075,5900000
2010,MAR,Morocco,Flood,2,42,9,77000,,77009,29000
2010,MOZ,Mozambique,Drought,1,,,460000,,460000,
2010,MOZ,Mozambique,Epidemic,1,44,,3188,,3188,
2010,MOZ,Mozambique,Flood,1,5,,17000,,17000,
2010,NLD,"Netherlands (the)",Storm,1,,,,,,28000
2010,NZL,"New Zealand",Earthquake,1,,2,300000,,300002,6500000
2010,NGA,Nigeria,Epidemic,2,1872,,43287,,43287,
2010,NGA,Nigeria,Flood,1,40,200,1500000,,1500200,30000
2010,PAK,Pakistan,Flood,4,2113,2946,20360550,,20363496,9500000
2010,PAK,Pakistan,Landslide,2,50,72,30333,,30405,18000
2010,PAK,Pakistan,Storm,1,23,,4000,,4000,80000
2010,PER,Peru,Epidemic,1,13,,31703,,31703,
2010,PER,Peru,"Extreme temperature ",1,409,,57600,,57600,
2010,PER,Peru,Flood,1,20,,80000,,80000,
2010,PER,Peru,Landslide,1,68,54,,1000,1054,
2010,PHL,"Philippines (the)",Epidemic,1,737,123939,,,123939,
2010,PHL,"Philippines (the)",Flood,9,162,22,2846913,,2846935,50589
2010,PHL,"Philippines (the)",Landslide,1,2,2,925,,927,78
2010,PHL,"Philippines (the)",Storm,3,212,133,2595412,,2595545,284420
2010,PHL,"Philippines (the)","Volcanic activity",1,,,14161,,14161,
2010,PRT,Portugal,"Extreme temperature ",1,,,,,,
2010,PRT,Portugal,Flood,1,43,18,600,,618,1350000
2010,PRT,Portugal,Storm,1,3,,,,,270000
2010,SAU,"Saudi Arabia",Flood,2,24,,85,,85,
2010,ZAF,"South Africa",Storm,1,40,,6000,,6000,
2010,ESP,Spain,Flood,1,2,,30,,30,
2010,ESP,Spain,Storm,1,3,,,,,340000
2010,TWN,"Taiwan (Province of China)",Earthquake,1,,96,,,96,1000000
2010,TWN,"Taiwan (Province of China)",Storm,2,34,100,,,100,73100
2010,THA,Thailand,Drought,1,,,6482602,,6482602,
2010,THA,Thailand,Epidemic,1,2,,880,,880,
2010,THA,Thailand,Flood,1,258,,8970653,,8970653,332000
2010,USA,"United States of America (the)",Earthquake,1,,30,600,,630,12500
2010,USA,"United States of America (the)",Flood,3,20,,1000,,1000,
2010,USA,"United States of America (the)",Storm,12,118,241,10700,,10941,9150000
2010,VNM,"Viet Nam",Flood,4,186,83,1489750,,1489833,660200
2010,VNM,"Viet Nam",Storm,3,35,20,32960,1620,34600,44500
2011,AFG,Afghanistan,Drought,1,,,1750000,,1750000,142000
2011,AFG,Afghanistan,Flood,2,62,110,3000,9700,12810,
2011,AFG,Afghanistan,Storm,1,21,5,,,5,
2011,ARG,Argentina,"Volcanic activity",1,,,3000,,3000,104000
2011,AUS,Australia,Flood,1,,,217,,217,
2011,AUS,Australia,Storm,1,1,,7300,,7300,2500000
2011,AUS,Australia,Wildfire,1,,,120,,120,54000
2011,BGD,Bangladesh,"Extreme temperature ",2,62,,102000,,102000,
2011,BGD,Bangladesh,Flood,1,10,,1570559,,1570559,
2011,BGD,Bangladesh,Landslide,1,17,,,,,
2011,BGD,Bangladesh,Storm,1,13,121,,,121,
2011,BEL,Belgium,Flood,1,,,,,,
2011,BEL,Belgium,Storm,1,5,71,,,71,99000
2011,BRA,Brazil,Epidemic,1,,,942153,,942153,
2011,BRA,Brazil,Flood,8,978,,1185600,30000,1215600,1002000
2011,KHM,Cambodia,Flood,1,247,23,1640000,,1640023,521000
2011,CAN,Canada,Flood,1,5,,2000,,2000,800000
2011,CAN,Canada,Storm,2,2,20,,,20,
2011,CAN,Canada,Wildfire,1,1,,,7000,7000,1500000
2011,CHL,Chile,"Extreme temperature ",2,,,50950,,50950,
2011,CHL,Chile,"Volcanic activity",1,,,3500,,3500,
2011,CHL,Chile,Wildfire,2,1,,400,1082,1482,200000
2011,CHN,China,Earthquake,7,32,433,153601,75425,229459,346400
2011,CHN,China,"Extreme temperature ",1,2,472,3800000,233000,4033472,281000
2011,CHN,China,Flood,5,628,,93360000,,93360000,10704130
2011,CHN,China,Landslide,2,40,2,,,2,
2011,CHN,China,Storm,5,44,150,26649800,,26649950,716585
2011,COL,Colombia,Flood,2,273,262,1487261,,1487523,2320000
2011,COL,Colombia,Landslide,1,40,,175,,175,
2011,DOM,"Dominican Republic (the)",Epidemic,1,1,220,,,220,
2011,DOM,"Dominican Republic (the)",Flood,1,4,,11200,,11200,
2011,DOM,"Dominican Republic (the)",Storm,2,7,,44000,,44000,30000
2011,FRA,France,Flood,1,6,,2300,,2300,
2011,FRA,France,Storm,1,,,,,,
2011,DEU,Germany,Flood,1,4,,,,,
2011,GHA,Ghana,Epidemic,1,101,,10002,,10002,
2011,GHA,Ghana,Flood,2,20,12,94032,,94044,
2011,IND,India,Earthquake,1,112,200,500000,75000,575200,
2011,IND,India,"Extreme temperature ",2,212,,,,,
2011,IND,India,Flood,7,608,,12004069,,12004069,1657000
2011,IND,India,Storm,3,106,50,,250000,250050,375625
2011,IDN,Indonesia,Earthquake,2,11,,,95,95,5850
2011,IDN,Indonesia,Flood,6,62,,15864,4000,19864,
2011,IDN,Indonesia,Landslide,2,53,4,,,4,
2011,IDN,Indonesia,"Volcanic activity",2,3,5,2368,6000,8373,
2011,IRL,Ireland,Flood,1,2,,600,,600,325000
2011,ITA,Italy,"Extreme temperature ",1,10,,,,,
2011,ITA,Italy,Flood,2,16,,,,,545000
2011,ITA,Italy,Landslide,1,3,1,,,1,
2011,JPN,Japan,Earthquake,2,19848,6065,362887,,368952,210000000
2011,JPN,Japan,"Extreme temperature ",1,36,22000,,,22000,
2011,JPN,Japan,Flood,1,6,,2000,,2000,
2011,JPN,Japan,Storm,3,86,363,1300,,1663,2520000
2011,PRK,"Korea (the Democratic People's Republic of)",Flood,2,64,,51093,,51093,
2011,PRK,"Korea (the Democratic People's Republic of)",Storm,1,10,887,5612,,6499,
2011,KOR,"Korea (the Republic of)",Flood,2,62,,29000,,29000,52000
2011,KOR,"Korea (the Republic of)",Landslide,1,59,26,,2000,2026,
2011,MYS,Malaysia,Flood,1,2,,20000,,20000,
2011,MYS,Malaysia,Landslide,1,16,6,,,6,
2011,MEX,Mexico,Drought,1,,,2500000,,2500000,
2011,MEX,Mexico,Earthquake,1,2,2,150,,152,
2011,MEX,Mexico,"Extreme temperature ",1,3,,120000,,120000,500000
2011,MEX,Mexico,Flood,3,77,,440000,40000,480000,
2011,MEX,Mexico,Storm,5,43,,550450,,550450,97700
2011,MEX,Mexico,Wildfire,1,,,,,,
2011,MOZ,Mozambique,Epidemic,1,13,,325,,325,
2011,MOZ,Mozambique,Flood,2,11,,63946,,63946,
2011,MOZ,Mozambique,Storm,1,12,,,,,
2011,NZL,"New Zealand",Earthquake,2,182,1545,300000,300,301845,18000000
2011,NGA,Nigeria,Epidemic,1,694,,21382,,21382,
2011,NGA,Nigeria,Flood,4,174,150,30265,500,30915,4500
2011,NGA,Nigeria,Storm,1,11,12,,,12,
2011,PAK,Pakistan,Earthquake,1,2,,1000,,1000,
2011,PAK,Pakistan,Flood,1,509,755,5400000,,5400755,2500000
2011,PER,Peru,Earthquake,1,1,106,870,1705,2681,
2011,PER,Peru,"Extreme temperature ",1,20,,13440,,13440,
2011,PER,Peru,Flood,3,72,107,822838,,822945,
2011,PER,Peru,Storm,1,16,,,,,
2011,PHL,"Philippines (the)",Earthquake,1,,3,25,,28,
2011,PHL,"Philippines (the)",Epidemic,3,56,200,7395,,7595,
2011,PHL,"Philippines (the)",Flood,15,122,190,2218638,,2218828,202787
2011,PHL,"Philippines (the)",Landslide,3,29,19,870,,889,
2011,PHL,"Philippines (the)",Storm,12,1782,6291,9462385,,9468676,527238
2011,PHL,"Philippines (the)","Volcanic activity",2,,,33931,,33931,
2011,SAU,"Saudi Arabia",Flood,1,11,,,,,300000
2011,ZAF,"South Africa",Flood,1,40,321,200000,,200321,211000
2011,ZAF,"South Africa",Storm,2,6,217,2606,3500,6323,10000
2011,ESP,Spain,Earthquake,1,10,300,,15000,15300,200000
2011,ESP,Spain,Flood,1,1,,2400,,2400,
2011,THA,Thailand,Drought,1,,,,,,
2011,THA,Thailand,Earthquake,1,1,16,,,16,
2011,THA,Thailand,Epidemic,1,27,,37728,,37728,
2011,THA,Thailand,Flood,2,877,,10216110,,10216110,40317000
2011,THA,Thailand,Storm,1,18,,1000000,,1000000,
2011,USA,"United States of America (the)",Drought,1,,,,,,8000000
2011,USA,"United States of America (the)","Extreme temperature ",1,22,,,,,
2011,USA,"United States of America (the)",Flood,4,17,,25100,11000,36100,6600000
2011,USA,"United States of America (the)",Storm,14,762,3593,370600,15000,389193,43450000
2011,USA,"United States of America (the)",Wildfire,3,8,5,,6100,6105,1383000
2011,VNM,"Viet Nam",Flood,3,122,14,1361570,,1361584,219002
2011,VNM,"Viet Nam",Storm,2,16,63,,,63,
2012,AFG,Afghanistan,Earthquake,1,73,2,,235,237,
2012,AFG,Afghanistan,"Extreme temperature ",1,45,68,,,68,
2012,AFG,Afghanistan,Flood,6,149,311,48394,2445,51150,
2012,AFG,Afghanistan,Landslide,3,111,46,,,46,
2012,ARG,Argentina,Flood,1,6,,10000,,10000,
2012,ARG,Argentina,Storm,2,19,30,7500,2000,9530,12000
2012,AUS,Australia,Flood,2,4,,16000,,16000,588000
2012,BGD,Bangladesh,"Extreme temperature ",1,72,,75000,,75000,
2012,BGD,Bangladesh,Flood,2,139,,5398475,,5398475,
2012,BGD,Bangladesh,Storm,2,133,304,129375,55000,184679,
2012,BEL,Belgium,"Extreme temperature ",1,3,,,,,
2012,BRA,Brazil,Drought,1,,,4000000,,4000000,1460000
2012,BRA,Brazil,Flood,2,3,,290500,8500,299000,171000
2012,KHM,Cambodia,Flood,1,14,,71500,,71500,
2012,CAN,Canada,Flood,1,,,1500,,1500,34000
2012,CAN,Canada,Storm,2,,,,,,1050000
2012,CHL,Chile,Earthquake,1,1,14,24283,,24297,100000
2012,CHL,Chile,Flood,1,,,4300,,4300,3100
2012,CHL,Chile,Wildfire,1,7,,,,,200000
2012,CHN,China,Earthquake,6,86,37910,940870,78,978858,1548000
2012,CHN,China,"Extreme temperature ",1,,650,50000,,50650,20200
2012,CHN,China,Flood,12,622,,32992000,,32992000,14970333
2012,CHN,China,Landslide,1,19,,,,,
2012,CHN,China,Storm,8,75,7,10492630,48540,10541177,3216000
2012,COL,Colombia,Epidemic,1,,,23235,,23235,
2012,COL,Colombia,Flood,3,77,18,73500,8000,81518,102000
2012,DOM,"Dominican Republic (the)",Epidemic,1,167,,26090,,26090,
2012,DOM,"Dominican Republic (the)",Flood,2,,,3070,11500,14570,
2012,DOM,"Dominican Republic (the)",Storm,2,8,,42515,,42515,30000
2012,FJI,Fiji,Flood,2,15,,19545,,19545,89000
2012,FJI,Fiji,Storm,1,2,,8400,,8400,8400
2012,FRA,France,"Extreme temperature ",1,12,,,,,
2012,DEU,Germany,"Extreme temperature ",2,6,,,,,
2012,GHA,Ghana,Epidemic,2,76,,5441,,5441,
2012,GRC,Greece,"Extreme temperature ",1,5,,,,,
2012,GRC,Greece,Flood,1,1,,200,,200,
2012,IND,India,"Extreme temperature ",2,264,,,,,
2012,IND,India,Flood,6,279,,4210860,,4210860,244000
2012,IND,India,"Mass movement (dry)",1,16,,,,,
2012,IND,India,Storm,1,40,,70000,,70000,
2012,IDN,Indonesia,Earthquake,2,13,150,5485,2355,7990,
2012,IDN,Indonesia,Flood,7,41,25,32295,1000,33320,
2012,IDN,Indonesia,Landslide,2,32,100,115,,215,
2012,IDN,Indonesia,Storm,2,21,60,10000,490,10550,1000
2012,ITA,Italy,Drought,1,,,,,,1190000
2012,ITA,Italy,Earthquake,2,24,400,11000,14000,25400,15800000
2012,ITA,Italy,"Extreme temperature ",1,45,,,,,132601
2012,ITA,Italy,Flood,1,4,,500,700,1200,15000
2012,JPN,Japan,Flood,1,30,,48135,,48135,1400000
2012,JPN,Japan,Storm,6,143,2602,51551,,54153,302400
2012,PRK,"Korea (the Democratic People's Republic of)",Drought,1,,,3000000,,3000000,
2012,PRK,"Korea (the Democratic People's Republic of)",Flood,1,88,144,92945,,93089,11400
2012,PRK,"Korea (the Democratic People's Republic of)",Storm,1,59,1,10960,33500,44461,
2012,KOR,"Korea (the Republic of)",Storm,3,22,,3120,,3120,799000
2012,MEX,Mexico,Earthquake,1,2,11,45000,4000,49011,320000
2012,MEX,Mexico,Storm,2,19,,87000,,87000,855000
2012,MAR,Morocco,"Extreme temperature ",1,,,7500,,7500,
2012,MOZ,Mozambique,Storm,3,33,13,109945,,109958,
2012,NLD,"Netherlands (the)","Extreme temperature ",1,1,,,,,
2012,NZL,"New Zealand",Storm,1,3,7,450,,457,9100
2012,NGA,Nigeria,Epidemic,1,10,,29,,29,
2012,NGA,Nigeria,Flood,1,363,867,7000000,,7000867,500000
2012,NGA,Nigeria,Storm,1,15,,15000,,15000,1000
2012,PAK,Pakistan,Flood,3,518,2902,5047662,,5050564,2500000
2012,PAK,Pakistan,Landslide,2,153,,,,,
2012,PER,Peru,Earthquake,1,,145,2905,1385,4435,
2012,PER,Peru,Epidemic,1,11,,20106,,20106,
2012,PER,Peru,"Extreme temperature ",1,252,,30113,,30113,
2012,PER,Peru,Flood,1,14,29,,50000,50029,
2012,PER,Peru,Landslide,1,22,,,,,
2012,PHL,"Philippines (the)",Earthquake,3,114,123,353034,,353157,12144
2012,PHL,"Philippines (the)",Epidemic,1,30,,3158,,3158,
2012,PHL,"Philippines (the)",Flood,8,157,16,4578850,35762,4614628,75330
2012,PHL,"Philippines (the)",Landslide,1,75,16,7,,23,
2012,PHL,"Philippines (the)",Storm,9,2039,2724,7557756,,7560480,918137
2012,SAU,"Saudi Arabia",Flood,1,19,,,,,
2012,ZAF,"South Africa",Flood,1,13,,125000,,125000,200000
2012,ZAF,"South Africa",Storm,1,,,1350,,1350,
2012,ESP,Spain,Flood,1,10,35,600,,635,395000
2012,ESP,Spain,Wildfire,1,4,6,,,6,
2012,TWN,"Taiwan (Province of China)",Flood,1,6,,35000,,35000,16900
2012,TWN,"Taiwan (Province of China)",Storm,2,14,,,,,35300
2012,THA,Thailand,Drought,1,,,12000000,,12000000,1200
2012,THA,Thailand,Flood,1,,,235545,,235545,
2012,USA,"United States of America (the)",Drought,2,,,,,,20000000
2012,USA,"United States of America (the)","Extreme temperature ",1,123,,,,,
2012,USA,"United States of America (the)",Flood,1,2,,300,,300,174000
2012,USA,"United States of America (the)",Storm,19,190,437,89300,267,90004,77497000
2012,USA,"United States of America (the)",Wildfire,2,3,,1809,1038,2847,800000
2012,VNM,"Viet Nam",Flood,1,34,40,,17500,17540,30000
2012,VNM,"Viet Nam",Storm,3,38,107,59320,279545,338972,342800
2013,AFG,Afghanistan,Earthquake,1,18,141,3390,,3531,
2013,AFG,Afghanistan,Flood,4,113,2,17095,,17097,
2013,AFG,Afghanistan,Landslide,1,24,,1000,,1000,
2013,ARG,Argentina,Flood,1,52,,350000,,350000,1300000
2013,ARG,Argentina,Storm,1,4,12,,,12,2000
2013,AUS,Australia,Storm,1,6,,7500,,7500,2000000
2013,AUS,Australia,Wildfire,2,3,,1440,,1440,366000
2013,BGD,Bangladesh,Storm,3,50,453,1531754,,1532207,20000
2013,BEL,Belgium,Storm,2,,,,,,
2013,BRA,Brazil,Flood,5,119,144,204066,43200,247410,545500
2013,BRA,Brazil,Storm,1,2,64,13800,,13864,90000
2013,KHM,Cambodia,Flood,1,200,,1500000,,1500000,500000
2013,CAN,Canada,"Extreme temperature ",1,10,,,,,200000
2013,CAN,Canada,Flood,1,4,,100000,,100000,5700000
2013,CAN,Canada,Storm,1,,,,,,1410000
2013,CHL,Chile,"Extreme temperature ",1,,,,,,1000000
2013,CHN,China,Drought,1,,,5000000,,5000000,
2013,CHN,China,Earthquake,8,296,15762,3491515,12540,3519817,8055300
2013,CHN,China,"Extreme temperature ",1,40,,,,,
2013,CHN,China,Flood,14,637,30,7594000,90000,7684030,16598600
2013,CHN,China,Landslide,3,111,2,,,2,
2013,CHN,China,"Mass movement (dry)",1,46,2,,,2,8000
2013,CHN,China,Storm,15,265,474,11295100,50000,11345574,10787000
2013,COL,Colombia,Earthquake,1,,15,9500,500,10015,4000
2013,COL,Colombia,Epidemic,1,91,,1171,,1171,
2013,COL,Colombia,Flood,1,7,,51781,,51781,2000
2013,DNK,Denmark,Storm,2,2,,,,,
2013,DOM,"Dominican Republic (the)",Flood,1,,,,,,102
2013,FRA,France,Flood,1,2,,2000,,2000,655000
2013,FRA,France,Storm,2,2,,,,,
2013,DEU,Germany,Flood,1,4,,6350,,6350,12900000
2013,DEU,Germany,Storm,3,7,2,,,2,4800000
2013,GHA,Ghana,Epidemic,1,18,250,310,,560,
2013,GHA,Ghana,Flood,1,5,,25000,,25000,
2013,IND,India,Earthquake,1,3,70,59280,,59350,120000
2013,IND,India,"Extreme temperature ",1,557,,,,,
2013,IND,India,Flood,5,6453,4473,3415000,,3419473,1362000
2013,IND,India,Storm,5,106,4,13230000,,13230004,895471
2013,IDN,Indonesia,Earthquake,3,50,2550,56638,,59188,130000
2013,IDN,Indonesia,Flood,10,89,,591276,,591276,3006000
2013,IDN,Indonesia,Landslide,2,34,3,,,3,
2013,IDN,Indonesia,"Volcanic activity",1,,,29727,,29727,
2013,ITA,Italy,Flood,1,18,,2700,,2700,780000
2013,JPN,Japan,Earthquake,1,,32,8406,,8438,
2013,JPN,Japan,"Extreme temperature ",1,338,54000,,,54000,
2013,JPN,Japan,Flood,1,5,,3633,,3633,2000
2013,JPN,Japan,Storm,7,57,1903,63054,,64957,220200
2013,PRK,"Korea (the Democratic People's Republic of)",Flood,1,51,2,800000,48688,848690,
