name	normalname	country	latitude	longitude	population
Bafang	Bafang	CM	5.15705	10.1771	80688
Akonolinga	Akonolinga	CM	3.76667	12.25	17181
Rikaze	Rikaze	CN	29.25	88.88333	80000
Jiuquan	Jiuquan	CN	39.74318	98.51736	72732
Shache	Shache	CN	38.41667	77.24056	82509
Qamdo	Qamdo	CN	31.1304	97.17982	86280
Nagqu	Nagqu	CN	31.47678	92.05729	30000
Lhasa	Lhasa	CN	29.65	91.1	118721
Laojunmiao	Laojunmiao	CN	39.83333	97.73333	84769
Kashgar	Kashgar	CN	39.47066	75.98951	274717
Jiayuguan	Jiayuguan	CN	39.81121	98.28618	122396
Hotan	Hotan	CN	37.1075	79.93548	114000
Dêqên	Dêqên	CN	29.96178	90.71875	62400
Ürümqi	Ürümqi	CN	43.80096	87.60046	3029372
Turpan	Turpan	CN	42.94769	89.17886	254900
Shihezi	Shihezi	CN	44.3023	86.03694	572772
Kuqa	Kuqa	CN	41.72778	82.93639	68105
Korla	Korla	CN	41.76055	86.15231	179465
Hoxtolgay	Hoxtolgay	CN	46.51872	86.00214	22000
Hami	Hami	CN	42.83393	93.50601	137072
Changji	Changji	CN	44.00782	87.30461	198776
Baijiantan	Baijiantan	CN	45.68928	85.12441	93697
Aral	Aral	CN	40.54184	81.26566	260000
Altay	Altay	CN	47.84864	88.13361	139341
Aksu	Aksu	CN	41.18418	80.27921	340020
Zunyi	Zunyi	CN	27.68667	106.90722	466292
Zoucheng	Zoucheng	CN	35.40056	116.96556	190537
Yanjiang	Yanjiang	CN	30.12108	104.64811	87400
Zigong	Zigong	CN	29.34162	104.77689	689961
Zhuzhou	Zhuzhou	CN	27.83333	113.15	709358
Zhumadian	Zhumadian	CN	32.97944	114.02944	720000
Zhujiajiao	Zhujiajiao	CN	31.10757	121.05696	60000
Shangqiu	Shangqiu	CN	34.45	115.65	181218
Zhuji	Zhuji	CN	29.71877	120.24233	110721
Mizhou	Mizhou	CN	35.99472	119.3975	109968
Zhuanghe	Zhuanghe	CN	39.70083	122.99111	80384
Zhouzhuang	Zhouzhuang	CN	31.11788	120.84427	22000
Zhoukou	Zhoukou	CN	33.63333	114.63333	377061
Zhoucun	Zhoucun	CN	36.81667	117.81667	122402
Yuxi	Yuxi	CN	24.355	102.54222	103829
Zhongxing	Zhongxing	CN	33.70389	118.67917	57338
Zhongshu	Zhongshu	CN	24.51667	103.76667	91750
Zhicheng	Zhicheng	CN	30.29556	111.50472	159383
Zhenzhou	Zhenzhou	CN	32.28034	119.16999	176006
Zhenjiang	Zhenjiang	CN	32.21086	119.45508	632552
Zhaobaoshan	Zhaobaoshan	CN	29.9695	121.68753	61979
Zhengzhou	Zhengzhou	CN	34.75778	113.64861	4253913
Xinghua	Xinghua	CN	32.93917	119.83417	105918
Zhaotong	Zhaotong	CN	27.31667	103.71667	109400
Zhaoqing	Zhaoqing	CN	23.05116	112.45972	361969
Zhaogezhuang	Zhaogezhuang	CN	39.76538	118.41191	86555
Luofeng	Luofeng	CN	37.36497	120.40997	100774
Zhanjiang	Zhanjiang	CN	21.28145	110.34271	637790
Zhangzhou	Zhangzhou	CN	24.51333	117.65556	589831
Zhangye	Zhangye	CN	38.93417	100.45167	96228
Zibo	Zibo	CN	36.79056	118.06333	3129228
Anyang	Anyang	CN	36.096	114.38278	781129
Zaozhuang	Zaozhuang	CN	34.86472	117.55417	183665
Zaoyang	Zaoyang	CN	32.12722	112.75417	184509
Yuyao	Yuyao	CN	30.05	121.14944	114177
Yingchuan	Yingchuan	CN	34.16278	113.46389	87961
Yuxia	Yuxia	CN	34.06153	108.62905	60206
Kunshan	Kunshan	CN	31.37762	120.95431	107986
Yunyang	Yunyang	CN	33.44743	112.71422	73922
Yunmeng Chengguanzhen	Yunmeng Chengguanzhen	CN	31.06251	113.76545	64390
Jinghong	Jinghong	CN	21.99102	100.73409	62105
Pizhou	Pizhou	CN	34.31139	117.95028	82641
Yunfu	Yunfu	CN	22.92833	112.03954	2612800
Yuncheng	Yuncheng	CN	35.02306	110.99278	201950
Yulin	Yulin	CN	22.63333	110.15	148485
Yudong	Yudong	CN	29.385	106.51944	81408
Yuci	Yuci	CN	37.68028	112.73194	235929
Yucheng	Yucheng	CN	34.92889	116.46528	62365
Yuanping	Yuanping	CN	38.71528	112.7575	82883
Qianjiang	Qianjiang	CN	30.421	112.8919	179079
Heyuan	Heyuan	CN	23.73333	114.68333	93718
Yongfeng	Yongfeng	CN	27.42829	112.18338	70783
Yongchuan	Yongchuan	CN	29.35376	105.89392	94465
Yishui	Yishui	CN	35.78472	118.62806	94115
Zhongxiang	Zhongxiang	CN	31.16611	112.58306	108883
Yingshang Chengguanzhen	Yingshang Chengguanzhen	CN	32.62945	116.27013	61771
Chengzhong	Chengzhong	CN	30.94454	113.55284	265886
Yinchuan	Yinchuan	CN	38.46806	106.27306	475101
Yima	Yima	CN	34.73806	111.88389	82509
Yigou	Yigou	CN	35.81139	114.31667	59073
Qingzhou	Qingzhou	CN	36.69667	118.47972	117056
Yichun	Yichun	CN	47.72143	128.87529	155762
Yicheng	Yicheng	CN	31.36059	119.82016	95530
Yichang	Yichang	CN	30.71444	111.28472	476725
Yibin	Yibin	CN	28.76667	104.62383	242111
Yatou	Yatou	CN	37.1566	122.43762	91517
Yanzhou	Yanzhou	CN	35.55278	116.82861	77276
Yantai	Yantai	CN	37.47649	121.44081	719332
Yanliang	Yanliang	CN	34.65918	109.22921	60891
Yangzhou	Yangzhou	CN	32.39722	119.43583	539715
Yangshuo	Yangshuo	CN	24.78081	110.48967	300000
Zhangjiagang	Zhangjiagang	CN	31.865	120.53889	66039
Yangquan	Yangquan	CN	37.8575	113.56333	413394
Yangliuqing	Yangliuqing	CN	39.1375	116.99972	76387
Yanggu	Yanggu	CN	36.11056	115.77528	74725
Yangcun	Yangcun	CN	39.36389	117.06028	63756
Yancheng	Yancheng	CN	33.3575	120.1573	628441
Tongshan	Tongshan	CN	34.18045	117.15707	1199193
Xucheng	Xucheng	CN	20.32917	110.16712	83267
Shangrao	Shangrao	CN	28.45322	117.9686	318769
Xunchang	Xunchang	CN	28.45433	104.71498	64580
Jiangguanchi	Jiangguanchi	CN	34.12821	113.80681	449258
Xuanzhou	Xuanzhou	CN	30.9525	118.75528	127758
Xixiang	Xixiang	CN	35.16278	112.865	60745
Xiuying	Xiuying	CN	20.00073	110.29359	290000
Xiulin	Xiulin	CN	29.71667	112.4	122411
Xiongzhou	Xiongzhou	CN	25.11667	114.3	79050
Guixi	Guixi	CN	28.28857	117.21329	73732
Xinzhou	Xinzhou	CN	38.40917	112.73333	154003
Xinzhi	Xinzhi	CN	36.49889	111.70472	72303
Xinyu	Xinyu	CN	27.80429	114.93335	97480
Hancheng	Hancheng	CN	32.51861	112.35222	61633
Xinyang	Xinyang	CN	32.12278	114.06556	1590668
Nangandao	Nangandao	CN	35.19033	113.80151	743601
Xintai	Xintai	CN	35.90056	117.75194	222459
Xinshi	Xinshi	CN	31.04704	113.14098	98422
Xinpu	Xinpu	CN	34.59972	119.15944	392444
Xinji	Xinji	CN	37.90278	115.20361	145911
Xining	Xining	CN	36.62554	101.75739	767531
Shangmei	Shangmei	CN	27.74278	111.29556	75233
Xingtai	Xingtai	CN	37.06306	114.49417	611739
Ankang	Ankang	CN	32.68	109.01722	132654
Xindian	Xindian	CN	36.7975	118.29444	82555
Xindi	Xindi	CN	29.81667	113.46667	175761
Feicheng	Feicheng	CN	35.26056	117.9675	80929
Sanshui	Sanshui	CN	23.15486	112.89161	153714
Ximei	Ximei	CN	24.98773	118.3858	94326
Wacheng	Wacheng	CN	33.78333	114.51667	66848
Xihe	Xihe	CN	31.68635	113.46585	90422
Xichang	Xichang	CN	27.89642	102.26341	126787
Xiazhuang	Xiazhuang	CN	34.91611	118.63889	63285
Xiazhen	Xiazhen	CN	34.80222	117.11167	125667
Xiashi	Xiashi	CN	30.53629	120.68638	70171
Zijinglu	Zijinglu	CN	34.76	112.97139	56033
Xiaoshan	Xiaoshan	CN	30.16746	120.25883	95234
Xiaolingwei	Xiaolingwei	CN	32.03244	118.854	66031
Xiaogan	Xiaogan	CN	30.92689	113.92221	160437
Xianyang	Xianyang	CN	34.33778	108.70261	1034081
Xiantao	Xiantao	CN	30.3708	113.44294	239406
Xianshuigu	Xianshuigu	CN	38.985	117.38278	74028
Xiannü	Xiannü	CN	32.42806	119.56048	83936
Xianning	Xianning	CN	29.88333	114.21667	179494
Xianju	Xianju	CN	28.8547	120.73168	61532
Zhuhai	Zhuhai	CN	22.27694	113.56778	501199
Wenxing	Wenxing	CN	28.68208	112.87864	57117
Xiangxiang	Xiangxiang	CN	27.73333	112.53333	87592
Xiangtan	Xiangtan	CN	27.85	112.9	674189
Xiangyang	Xiangyang	CN	32.0422	112.14479	462956
Xiangcheng Chengguanzhen	Xiangcheng Chengguanzhen	CN	33.84703	113.4778	65833
Xi’an	Xi’an	CN	34.25833	108.92861	6501190
Xiamen	Xiamen	CN	24.47979	118.08187	3531347
Wuzhou	Wuzhou	CN	23.48333	111.31667	265846
Wuyang	Wuyang	CN	31.9925	116.24722	79070
Wuxue	Wuxue	CN	29.85058	115.5525	220661
Wuxi	Wuxi	CN	31.56887	120.28857	3543719
Dongyang	Dongyang	CN	29.26778	120.22528	130387
Changde	Changde	CN	29.04638	111.6783	517780
Wuhu	Wuhu	CN	31.33728	118.37351	507524
Wuhan	Wuhan	CN	30.58333	114.26667	9785388
Wuhai	Wuhai	CN	39.68442	106.81583	218427
Wuda	Wuda	CN	39.49944	106.71167	129922
Wucheng	Wucheng	CN	29.60077	118.17495	60212
Wenzhou	Wenzhou	CN	27.99942	120.66682	865672
Wenshang	Wenshang	CN	35.7275	116.49611	59455
Wenling	Wenling	CN	28.37161	121.36974	67433
Tianfu	Tianfu	CN	37.19723	122.05228	115370
Weinan	Weinan	CN	34.50355	109.50891	172321
Weihai	Weihai	CN	37.50914	122.11356	152595
Weifang	Weifang	CN	36.71	119.10194	394732
Wanxian	Wanxian	CN	30.81544	108.37089	188980
Wanning	Wanning	CN	18.79931	110.3841	64954
Yinzhu	Yinzhu	CN	35.87861	119.97528	75656
Wafangdian	Wafangdian	CN	39.61833	122.00806	250591
Huangshan	Huangshan	CN	29.71139	118.3125	77000
Loushanguan	Loushanguan	CN	28.1368	106.822	80344
Tongzhou	Tongzhou	CN	39.90395	116.66183	163326
Fuding	Fuding	CN	27.32734	120.21399	63250
Tongren	Tongren	CN	27.71722	109.18528	90593
Wusong	Wusong	CN	30.95	117.78333	312588
Tongchuan	Tongchuan	CN	35.08056	109.08972	223603
Tianshui	Tianshui	CN	34.57952	105.74238	3500000
Tianpeng	Tianpeng	CN	30.98664	103.93933	60797
Tianjin	Tianjin	CN	39.14222	117.17667	11090314
Tengzhou	Tengzhou	CN	35.07706	117.15176	105456
Taozhuang	Taozhuang	CN	34.85	117.33333	60137
Tantou	Tantou	CN	26.03033	119.59739	69050
Tangzhai	Tangzhai	CN	34.43278	116.59111	67936
Tangshan	Tangshan	CN	39.63333	118.18333	3372102
Tangping	Tangping	CN	22.03177	111.93537	81729
Tangjiazhuang	Tangjiazhuang	CN	39.74326	118.45099	79489
Binhe	Binhe	CN	32.68833	112.8275	68514
Tanggu	Tanggu	CN	39.02111	117.64694	535298
Taizhou	Taizhou	CN	32.49069	119.90812	612356
Taiyuan	Taiyuan	CN	37.86944	112.56028	3426519
Taixing	Taixing	CN	32.16667	120.01361	79655
Taishan	Taishan	CN	22.25135	112.7799	145440
Tai’an	Tai’an	CN	36.18528	117.12	5499000
Suzhou	Suzhou	CN	31.30408	120.59538	5345961
Suozhen	Suozhen	CN	36.95389	118.10472	58766
Suizhou	Suizhou	CN	31.71111	113.36306	323945
Suixi	Suixi	CN	33.89067	116.77473	74172
Suicheng	Suicheng	CN	33.8963	117.93307	61430
Suining	Suining	CN	30.50802	105.57332	124924
Songjiang	Songjiang	CN	31.03595	121.2146	130218
Sishui	Sishui	CN	35.64889	117.27583	90175
Laixi	Laixi	CN	36.85917	120.52694	75849
Shouguang	Shouguang	CN	36.88	118.7375	79212
Shizuishan	Shizuishan	CN	39.23333	106.76944	136570
Shizilu	Shizilu	CN	35.17111	118.82889	86749
Shiyan	Shiyan	CN	32.6475	110.77806	3460000
Shiwan	Shiwan	CN	23.00107	113.077	82031
Shitanjing	Shitanjing	CN	39.23417	106.34389	78765
Shiqiao	Shiqiao	CN	22.9464	113.35769	135308
Shiqi	Shiqi	CN	22.51682	113.38521	342306
Shima	Shima	CN	24.44647	117.81216	68375
Shilong	Shilong	CN	23.11444	113.84722	109733
Shijiazhuang	Shijiazhuang	CN	38.04139	114.47861	2834942
Shenzhen	Shenzhen	CN	22.54554	114.0683	10358381
Yanta	Yanta	CN	36.24111	115.66722	79196
Shenjiamen	Shenjiamen	CN	29.95763	122.29802	95433
Shashi	Shashi	CN	30.30722	112.24472	498780
Shaping	Shaping	CN	22.77019	112.95776	107589
Shaoxing	Shaoxing	CN	30.00237	120.57864	421283
Shaowu	Shaowu	CN	27.34089	117.4831	112585
Shaoguan	Shaoguan	CN	24.8	113.58333	628749
Shancheng	Shancheng	CN	34.79528	116.08167	74459
Shanwei	Shanwei	CN	22.78199	115.3475	165699
Shantou	Shantou	CN	23.36814	116.71479	5329024
Shanghai	Shanghai	CN	31.22222	121.45806	22315474
Shahecheng	Shahecheng	CN	36.93833	114.50583	125132
Sanya	Sanya	CN	18.24306	109.505	144753
Sanming	Sanming	CN	26.24861	117.61861	209444
Runing	Runing	CN	33.00111	114.35417	60202
Fuqing	Fuqing	CN	25.725	119.37944	67397
Jieyang	Jieyang	CN	23.5418	116.36581	1001985
Rizhao	Rizhao	CN	35.4275	119.45528	246387
Renqiu	Renqiu	CN	38.69889	116.09361	98569
Quzhou	Quzhou	CN	28.95944	118.86861	82216
Qujing	Qujing	CN	25.48333	103.78333	146015
Qufu	Qufu	CN	35.59667	116.99111	85144
Quanzhou	Quanzhou	CN	24.91389	118.58583	184143
Zhuangyuan	Zhuangyuan	CN	37.30553	120.82747	79106
Qiongshan	Qiongshan	CN	20.00583	110.35417	87657
Qionghu	Qionghu	CN	28.84061	112.37399	66145
Qinzhou	Qinzhou	CN	21.97296	108.62612	100996
Qinnan	Qinnan	CN	33.25306	119.91333	55975
Qinhuangdao	Qinhuangdao	CN	39.93167	119.58833	759718
Jinjiang	Jinjiang	CN	24.81978	118.57415	89623
Qingquan	Qingquan	CN	30.45113	115.25593	76154
Huai'an	Huai'an	CN	33.58861	119.01917	555230
Qingdao	Qingdao	CN	36.06605	120.36939	3718835
Qingyuan	Qingyuan	CN	23.7	113.03333	151287
Hongqiao	Hongqiao	CN	26.76837	112.10814	58287
Puyang Chengguanzhen	Puyang Chengguanzhen	CN	35.70506	115.01409	666322
Puyang	Puyang	CN	29.45679	119.88872	3590000
Putian	Putian	CN	25.43944	119.01028	376558
Puqi	Puqi	CN	29.71667	113.88333	132891
Pumiao	Pumiao	CN	22.75867	108.48111	61690
Pulandian	Pulandian	CN	39.39528	121.96694	104277
Poyang	Poyang	CN	28.99242	116.66754	70787
Pingyin	Pingyin	CN	36.28306	116.44528	62050
Pingyi	Pingyi	CN	35.50056	117.63083	78254
Gutao	Gutao	CN	37.2025	112.17806	42000
Pingxiang	Pingxiang	CN	27.61672	113.85353	372123
Pingshan	Pingshan	CN	22.99376	114.71311	113631
Pingnan	Pingnan	CN	23.54218	110.38946	62483
Pingliang	Pingliang	CN	35.53917	106.68611	108156
Pingdu	Pingdu	CN	36.78444	119.94639	91077
Pingdingshan	Pingdingshan	CN	33.73847	113.30119	889675
Pengcheng	Pengcheng	CN	36.43111	114.17	68442
Dadukou	Dadukou	CN	26.5479	101.70539	461513
Ningyang	Ningyang	CN	35.76417	116.79139	82994
Yutan	Yutan	CN	28.25831	112.56048	55312
Ninghai	Ninghai	CN	29.28917	121.42472	68330
Ningbo	Ningbo	CN	29.87819	121.54945	3491597
Neijiang	Neijiang	CN	29.58354	105.06216	546854
Nanzhou	Nanzhou	CN	29.35955	112.40243	54449
Nanzhang Chengguanzhen	Nanzhang Chengguanzhen	CN	31.78394	111.82752	83604
Nanyang	Nanyang	CN	32.99472	112.53278	251532
Nantong	Nantong	CN	32.03028	120.87472	666251
Pucheng	Pucheng	CN	27.92333	118.53333	59832
Nanping	Nanping	CN	26.645	118.17361	171674
Nanning	Nanning	CN	22.81667	108.31667	803788
Nanma	Nanma	CN	36.18478	118.15486	74406
Nanlong	Nanlong	CN	31.35333	106.06309	63405
Nanjing	Nanjing	CN	32.06167	118.77778	7165292
Nangong	Nangong	CN	37.35806	115.37444	82386
Nanfeng	Nanfeng	CN	23.72695	111.79723	86129
Nandu	Nandu	CN	22.8525	110.82333	61881
Nanding	Nanding	CN	36.74833	118.05583	85495
Nanchong	Nanchong	CN	30.79508	106.08473	7150000
Nanchang	Nanchang	CN	28.68396	115.85306	2357839
Miyang	Miyang	CN	24.40417	103.44278	72485
Mingshui	Mingshui	CN	36.71667	117.5	114858
Mingguang	Mingguang	CN	32.78017	117.96378	68351
Minggang	Minggang	CN	32.45861	114.04861	67945
Mianyang	Mianyang	CN	31.46784	104.68168	264136
Mentougou	Mentougou	CN	39.93819	116.09307	197772
Mengyin	Mengyin	CN	35.70694	117.92639	65889
Mengcheng Chengguanzhen	Mengcheng Chengguanzhen	CN	33.26611	116.56605	69916
Meizhou	Meizhou	CN	24.29769	116.10724	144212
Wuchuan	Wuchuan	CN	21.45713	110.76591	104168
Majie	Majie	CN	25.0319	102.638	131696
Zhijiang	Zhijiang	CN	30.42139	111.75333	60169
Macheng	Macheng	CN	31.18013	115.02213	126366
Maba	Maba	CN	24.68413	113.59839	113609
Lüshun	Lüshun	CN	38.8	121.26667	82345
Luqiao	Luqiao	CN	28.58023	121.37491	427890
Luoyang	Luoyang	CN	34.68361	112.45361	1390581
Luorong	Luorong	CN	24.40583	109.60861	67593
Luohe	Luohe	CN	33.56394	114.04272	417356
Luocheng	Luocheng	CN	29.38481	104.02862	73581
Lucheng	Lucheng	CN	31.23357	117.28057	89119
Kangding	Kangding	CN	30.05127	101.96033	100000
Lubu	Lubu	CN	23.17233	112.28298	95820
Luancheng	Luancheng	CN	37.87917	114.65167	597130
Loudi	Loudi	CN	27.73444	111.99444	150684
Longquan	Longquan	CN	24.67193	102.1613	91534
Longgang	Longgang	CN	37.65181	120.33063	60444
Licheng	Licheng	CN	23.29549	113.82465	172775
Guankou	Guankou	CN	28.15861	113.62709	1380000
Puning	Puning	CN	23.31072	116.16869	118023
Lishui	Lishui	CN	28.46042	119.91029	98946
Lintong	Lintong	CN	34.37803	109.20892	75882
Linyi	Linyi	CN	35.06306	118.34278	270669
Linxia Chengguanzhen	Linxia Chengguanzhen	CN	35.60028	103.20639	202402
Linxi	Linxi	CN	39.71183	118.44954	100316
Linqu	Linqu	CN	36.51556	118.53972	77472
Linqiong	Linqiong	CN	30.41587	103.46089	55587
Qingnian	Qingnian	CN	36.84032	115.71183	110046
Linping	Linping	CN	30.4225	120.29722	78180
Linhai	Linhai	CN	28.84815	121.12807	152937
Lingcheng	Lingcheng	CN	22.70722	110.34917	54848
Lincheng	Lincheng	CN	19.90778	109.68583	64874
Linfen	Linfen	CN	36.08889	111.51889	232566
Xishan	Xishan	CN	27.66667	113.5	98162
Lichuan	Lichuan	CN	30.3	108.85	72653
Liaocheng	Liaocheng	CN	36.45596	115.97766	226930
Lianzhou	Lianzhou	CN	24.78186	112.3712	92827
Lianran	Lianran	CN	24.92271	102.48496	106795
Wuwei	Wuwei	CN	37.92672	102.63202	493092
Liangxiang	Liangxiang	CN	39.73598	116.13295	76744
Lianjiang	Lianjiang	CN	21.64673	110.28172	100341
Leshan	Leshan	CN	29.56227	103.76386	154477
Lengshuitan	Lengshuitan	CN	26.4111	111.59559	88935
Lengshuijiang	Lengshuijiang	CN	27.68806	111.42944	115399
Leiyang	Leiyang	CN	26.40238	112.85908	129116
Lecheng	Lecheng	CN	25.128	113.35041	124268
Laohekou	Laohekou	CN	32.38583	111.66778	253112
Lanzhou	Lanzhou	CN	36.05701	103.83987	2628426
Lanxi	Lanxi	CN	29.21588	119.47156	73706
Lianyuan	Lianyuan	CN	27.68833	111.66417	66501
Langfang	Langfang	CN	39.50972	116.69472	720119
Weichanglu	Weichanglu	CN	37.18073	119.94217	90070
Laiyang	Laiyang	CN	36.97583	120.71361	169594
Laiwu	Laiwu	CN	36.19278	117.65694	124108
Laibin	Laibin	CN	23.7	109.26667	59835
Kunyang	Kunyang	CN	27.66583	120.56583	65009
Kunming	Kunming	CN	25.03889	102.71833	3855346
Kaiyuan	Kaiyuan	CN	23.69767	103.30372	198423
Kaihua	Kaihua	CN	23.3695	104.27721	64404
Kaifeng	Kaifeng	CN	34.7986	114.30742	900000
Juye	Juye	CN	35.39472	116.08833	58107
Juegang	Juegang	CN	32.31737	121.18552	73317
Jiujiang	Jiujiang	CN	29.70475	116.00206	258807
Jishui	Jishui	CN	33.73333	115.4	77540
Qianzhou	Qianzhou	CN	28.31925	109.73346	102332
Jinzhou	Jinzhou	CN	41.10778	121.14167	604269
Jinxiang	Jinxiang	CN	27.43265	120.60625	84231
Jinshi	Jinshi	CN	29.60487	111.87012	82906
Jinsha	Jinsha	CN	32.08982	121.07355	95647
Jinji	Jinji	CN	23.22806	110.82611	56816
Jining	Jining	CN	35.405	116.58139	450327
Jinhua	Jinhua	CN	29.10678	119.64421	142206
Jingzhou	Jingzhou	CN	30.35028	112.19028	177878
Tianchang	Tianchang	CN	37.99806	114.01556	61292
Jingmen	Jingmen	CN	31.03361	112.20472	167750
Jingling	Jingling	CN	30.65	113.1	224871
Jingdezhen	Jingdezhen	CN	29.2947	117.20789	310565
Jinchang	Jinchang	CN	38.50062	102.19379	144363
Jincheng	Jincheng	CN	35.50222	112.83278	332650
Jinan	Jinan	CN	36.66833	116.99722	4335989
Jimo	Jimo	CN	36.38972	120.46222	70733
Jijiang	Jijiang	CN	29.28993	106.25001	61161
Jiexiu	Jiexiu	CN	37.02444	111.9125	77178
Jieshou	Jieshou	CN	33.26338	115.36108	141993
Jieshi	Jieshi	CN	22.81027	115.83058	137444
Jiehu	Jiehu	CN	35.54278	118.455	69245
Jiazi	Jiazi	CN	22.87932	116.07318	130298
Jiaxing	Jiaxing	CN	30.7522	120.75	466101
Jiaozuo	Jiaozuo	CN	35.23972	113.23306	517540
Jiaozhou	Jiaozhou	CN	36.28389	120.00333	165026
Ningde	Ningde	CN	26.66167	119.52278	65170
Jian’ou	Jian’ou	CN	27.04694	118.32528	59187
Jiangyan	Jiangyan	CN	32.50611	120.14278	70375
Jianguang	Jianguang	CN	28.19377	115.7836	61469
Jiangmen	Jiangmen	CN	22.58333	113.08333	532419
Jiangkou	Jiangkou	CN	25.48694	119.19834	59902
Yangjiang	Yangjiang	CN	21.85563	111.96272	399735
Ji’an	Ji’an	CN	27.11716	114.97927	245000
Guangyuan	Guangyuan	CN	32.44201	105.823	213365
Huzhou	Huzhou	CN	30.8703	120.0933	158320
Hutang	Hutang	CN	31.53429	119.49	56370
Huoqiu Chengguanzhen	Huoqiu Chengguanzhen	CN	32.35473	116.2939	61904
Humen	Humen	CN	22.81899	113.67306	191891
Huizhou	Huizhou	CN	23.11147	114.41523	289201
Huilong	Huilong	CN	31.81111	121.655	74818
Huicheng	Huicheng	CN	23.03845	116.28988	125919
Xinhui	Xinhui	CN	22.456	113.0482	195129
Huazhou	Huazhou	CN	21.63333	110.58333	91701
Huangzhou	Huangzhou	CN	30.45	114.8	122563
Huangyan	Huangyan	CN	28.6501	121.26591	150448
Huangshi	Huangshi	CN	30.24706	115.04814	688090
Dasha	Dasha	CN	23.11037	113.4418	116307
Huangpi	Huangpi	CN	30.88453	114.37789	57554
Huangmei	Huangmei	CN	30.19235	116.02496	77633
Huanggang	Huanggang	CN	23.67704	116.99961	225956
Daxing	Daxing	CN	39.74025	116.32693	104904
Dingcheng	Dingcheng	CN	32.12722	115.03944	72663
Huaiyuan Chengguanzhen	Huaiyuan Chengguanzhen	CN	32.95893	117.16566	65530
Huaicheng	Huaicheng	CN	23.91952	112.17629	89294
Huaihua	Huaihua	CN	27.54944	109.95917	127322
Huaidian	Huaidian	CN	33.43333	115.03333	89978
Huaibei	Huaibei	CN	33.97444	116.79167	903039
Hongjiang	Hongjiang	CN	27.11	109.99556	59199
Heze	Heze	CN	35.23929	115.47358	254602
Hechuan	Hechuan	CN	29.99228	106.26461	97575
Yiyang	Yiyang	CN	28.58917	112.32833	202608
Hepo	Hepo	CN	23.43077	115.82991	131238
Hengyang	Hengyang	CN	26.88946	112.61888	759602
Hengshui	Hengshui	CN	37.73222	115.70111	456356
Hefei	Hefei	CN	31.86389	117.28083	3310268
Hede	Hede	CN	33.7722	120.26176	89107
Hecun	Hecun	CN	36.53333	114.11111	83009
Hebi	Hebi	CN	35.89917	114.1925	244662
Hanzhong	Hanzhong	CN	33.07278	107.03028	145986
Chengyang	Chengyang	CN	27.08917	119.64528	71053
Hanting	Hanting	CN	36.77083	119.21083	90637
Hangzhou	Hangzhou	CN	30.29365	120.16142	6241971
Hangu	Hangu	CN	39.24889	117.78917	208369
Handan	Handan	CN	36.60056	114.46778	1358318
Hanchuan	Hanchuan	CN	30.65	113.76667	87737
Haizhou	Haizhou	CN	34.58167	119.12889	59098
Jiaojiang	Jiaojiang	CN	28.68028	121.44278	470804
Haimen	Haimen	CN	23.19346	116.61219	125427
Haikou	Haikou	CN	20.04583	110.34167	615835
Guye	Guye	CN	39.73054	118.44085	41484
Guozhen	Guozhen	CN	34.36591	107.35904	85415
Guli	Guli	CN	28.88162	120.03308	536000
Guiyang	Guiyang	CN	26.58333	106.71667	1171633
Guiren	Guiren	CN	33.66972	118.18889	57446
Guiping	Guiping	CN	23.39336	110.07437	71066
Guilin	Guilin	CN	25.28194	110.28639	649352
Guigang	Guigang	CN	23.09639	109.60917	76430
Gucheng Chengguanzhen	Gucheng Chengguanzhen	CN	32.26604	111.63476	74038
Guangzhou	Guangzhou	CN	23.11667	113.25	11071424
Guangshui	Guangshui	CN	31.6199	113.9978	154771
Gejiu	Gejiu	CN	23.36085	103.15372	136135
Gaozhou	Gaozhou	CN	21.93924	110.84607	166069
Gaoyou	Gaoyou	CN	32.78933	119.44182	90911
Gaoping	Gaoping	CN	30.77576	106.10294	204368
Gaomi	Gaomi	CN	36.38333	119.75278	150793
Gaogou	Gaogou	CN	34.0175	119.18861	56214
Fuzhou	Fuzhou	CN	26.06139	119.30611	1179720
Fuyang	Fuyang	CN	32.9	115.81667	170023
Qingyang	Qingyang	CN	37.49583	121.25806	65622
Fuling	Fuling	CN	29.706	107.39575	166507
Foshan	Foshan	CN	23.02677	113.13148	3600000
Fenyi	Fenyi	CN	27.81117	114.66805	58478
Fengxian	Fengxian	CN	34.70388	116.58717	57153
Fengrun	Fengrun	CN	39.83333	118.11667	65150
Fengkou	Fengkou	CN	30.08268	113.33346	67139
Fangshan	Fangshan	CN	39.68699	115.99658	97026
Ezhou	Ezhou	CN	30.4	114.83333	193652
Enshi	Enshi	CN	30.3	109.48333	95227
Encheng	Encheng	CN	22.18659	112.30424	110921
Duyun	Duyun	CN	26.26667	107.51667	91136
Duobao	Duobao	CN	30.67	112.68952	90257
Ducheng	Ducheng	CN	23.24212	111.5284	95525
Xinyi	Xinyi	CN	22.37303	110.94746	98259
Shengli	Shengli	CN	37.46271	118.49165	306450
Dongtai	Dongtai	CN	32.85231	120.30947	110988
Dongsheng	Dongsheng	CN	39.81609	109.97763	99809
Dongkan	Dongkan	CN	33.99972	119.83083	72789
Donghai	Donghai	CN	22.94593	115.64204	188602
Dongguan	Dongguan	CN	23.01797	113.74866	8000000
Dongdu	Dongdu	CN	35.85	117.7	72957
